Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Classification Level,Name Category,Species Code,Element Code,Class (English),Kingdom,Phylum,Class,Order,Family,Ecosystem Group,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Provincial FRPA,Prov Wildlife Act,COSEWIC,COSEWIC Comments,SARA,SARA Comments,General Status Canada,Migratory Bird Convention Act,GOERT,CITES,Land Use Objectives,Origin,Presence,Breeding Bird,Endemic,CDC Maps,Mapping Comment,BGC,ENV Regional Boundaries,Ecosections,Regional Districts,Municipalities,"Habitats
(Type / Subtype / Dependence)"
Sphyraena argentea,NA,Pacific Barracuda,NA,Species,Vertebrate Animal,F-SPAR,AFCQV01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Sphyraenidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Spirinchus sp. 1,NA,Pygmy Longfin Smelt,NA,Species,Vertebrate Animal,F-SPSP-01,AFCHB03030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5T2Q,Oct-19,S2,May-19,May-19,Red,NA,NA,DD (Nov 2004),NA,NA,NA,5 - Undetermined(2000),NA,NA,NA,NA,Native,Regularly occurring,NA,Y,Y,NA,CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 8- Okanagan,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,NA
Spirinchus starksi,NA,Night Smelt,NA,Species,Vertebrate Animal,F-SPST,AFCHB03020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Spirinchus thaleichthys,NA,Longfin Smelt,NA,Species,Vertebrate Animal,F-SPTH,AFCHB03010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5,Feb-16,S3?,May-19,May-19,Blue,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,CDF; CWH,NA,NA,NA,NA,NA
Squalus suckleyi,Squalus acanthias,Spiny Dogfish,NA,Species,Vertebrate Animal,F-SQSU,AFDEA07040,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Squaliformes,Squalidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,SC (Nov 2011),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Stellerina xyosterna,Occella impi,Pixie Poacher,NA,Species,Vertebrate Animal,F-STXY,AFC4F15010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,Aug-05,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Stenobrachius leucopsarus,NA,Northern Lampfish,NA,Species,Vertebrate Animal,F-STLE,AFCVH07010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Stenobrachius nannochir,NA,Garnet Lanternfish,NA,Species,Vertebrate Animal,F-STNA,AFCVH07020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Stenodus leucichthys,NA,Inconnu,NA,Species,Vertebrate Animal,F-STLU,AFCHA06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,G5,May-16,S3,May-19,Nov-00,Blue,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,BWBS; CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena; 7- Omineca; 9- Peace,Alsek Ranges; Bulkley Basin; Bulkley Ranges; Cassiar Ranges; Central Boundary Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Clear Hills; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Muskwa Ranges; Eastern Pacific Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Fraser River Basin; Finlay River Trench; Georgia Lowland; Halfway Plateau; Hecate Lowland; Hecate Strait; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Maxhamish Upland; Meziadin Mountains; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Omineca Mountains; Northern Pacific Ranges; Northern Skeena Mountains; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Peace Foothills; Peace Lowland; Petitot Plain; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Rabbit Plateau; Southern Boreal Plateau; Southern Boundary Ranges; Southern Chilcotin Ranges; Sikanni Chief Upland; Simpson Upland; Strait of Georgia; Southern Pacific Ranges; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Tahltan Highland; Trout Lake Plain; Tuya Range; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Muskwa Ranges,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; NRRM; Port Edward; Prince Rupert,NA
Sternoptyx pseudobscura,NA,Highlight Hatchetface,NA,Species,Vertebrate Animal,F-STPS,AFC7C02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Stichaeus punctatus,NA,Arctic Shanny,NA,Species,Vertebrate Animal,F-STPU,AFCSC17010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Symbolophorus californiensis,NA,Bigfin Lanternfish,NA,Species,Vertebrate Animal,F-SYCA,AFCVH14010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Symphurus atricaudus,NA,California Tonguefish,NA,Species,Vertebrate Animal,F-SYAT,AFCTC04020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Cynoglossidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Synchirus gilli,NA,Manacled Sculpin,NA,Species,Vertebrate Animal,F-SYGI,AFC4E15010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Syngnathus leptorhynchus,NA,Bay Pipefish,NA,Species,Vertebrate Animal,F-SYLE,AFCPB010D0,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Syngnathidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Synodus lucioceps,NA,Smallscale Lizardfish,NA,Species,Vertebrate Animal,F-SYLU,AFC8B02030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Aulopiformes,Synodontidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Tactostoma macropus,NA,Longfin Dragonfish,NA,Species,Vertebrate Animal,F-TAMA,AFC7B02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Talismania bifurcata,NA,Threadfin Slickhead,NA,Species,Vertebrate Animal,F-TABI,AFCHH01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Alepocephalidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Taractes asper,NA,Rough Pomfret,NA,Species,Vertebrate Animal,F-TAAS,AFCRH03010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Bramidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Taranetzella lyoderma,NA,Ghostly Eelpout,NA,Species,Vertebrate Animal,F-TALY,AFCMG06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,G5,Mar-09,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Tarletonbeania crenularis,NA,Blue Lanternfish,NA,Species,Vertebrate Animal,F-TACR,AFCVH08010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Tarletonbeania taylori,NA,Taillight Lanternfish,NA,Species,Vertebrate Animal,F-TATA,AFCVH08020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Tetragonurus cuvieri,NA,Smalleye Squaretail,NA,Species,Vertebrate Animal,F-TECU,AFCS409020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Tetragonuridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thalassenchelys coheni,NA,Transparent Eel,NA,Species,Vertebrate Animal,F-THCO,AFCEC04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Anguilliformes,Chlopsidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thaleichthys pacificus,NA,Eulachon,NA,Species,Vertebrate Animal,F-THPA,AFCHB04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5,May-05,S2S3,Jan-04,Mar-00,Blue,NA,NA,E/T (May 2011),"Pacific Coast (E), Fraser River (E) and Nass/Skeena River (T) populations.",NA,NA,2 - May be at risk(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,CWH,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena; 8- Okanagan,Alsek Ranges; Bulkley Basin; Bulkley Ranges; Central Boundary Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Cranberry Upland; Dixon Entrance; Eastern Pacific Ranges; Eastern Skeena Mountains; Fraser River Basin; Fraser Lowland; Georgia Lowland; Hecate Lowland; Hecate Strait; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Leeward Pacific Ranges; Meziadin Mountains; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Upland; Nicola Basin; Northern Island Mountains; Northern Pacific Ranges; Northern Skeena Mountains; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Queen Charlotte Lowland; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Sub-Arctic Pacific; Southern Boreal Plateau; Southern Boundary Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Skidegate Plateau; Strait of Georgia; Southern Pacific Ranges; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Plateau; Tahltan Highland; Transitional Pacific; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Port Alberni; Tofino; Ucluelet; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Hazelton; New Hazelton; Stewart; Terrace; Daajing Giids; Masset; Port Clements; Port Edward; Prince Rupert; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,NA
Thaleichthys pacificus pop. 1,NA,Eulachon - Central Pacific Coast population,NA,Population,Vertebrate Animal,F-THPA-01,AFCHB04011,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5TNRQ,NA,SNR,NA,NA,Not Reviewed,NA,NA,E (May 2011),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaleichthys pacificus pop. 2,NA,Eulachon - Fraser River Population,NA,Population,Vertebrate Animal,F-THPA-02,AFCHB04012,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5TNRQ,NA,SNR,NA,NA,Not Reviewed,NA,NA,E (May 2011),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaleichthys pacificus pop. 3,NA,Eulachon - Nass / Skeena Rivers Population,NA,Population,Vertebrate Animal,F-THPA-03,AFCHB04013,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5TNRQ,NA,SNR,NA,NA,Not Reviewed,NA,NA,SC (Apr 2013),NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theragra chalcogramma,NA,Walleye Pollock,NA,Species,Vertebrate Animal,F-THCH,AFCMA14010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,NA,G5,Apr-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thunnus alalunga,NA,Albacore,NA,Species,Vertebrate Animal,F-THAL,AFCS308010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thunnus orientalis,NA,Pacific Bluefin Tuna,NA,Species,Vertebrate Animal,F-THOR,AFCS308060,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thymallus arcticus,NA,Arctic Grayling,NA,Species,Vertebrate Animal,F-THAR,AFCHA07010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,G5,Jun-15,S4,Jan-04,Mar-00,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Thymallus arcticus - Nahanni lineage,Thymallus arcticus pop. 3,Arctic Grayling - Nahanni Lineage,NA,Population,Vertebrate Animal,F-THAR-03,AFCHA07013,ray-finned fishes,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,G5TNRQ,NA,S3?,Jan-12,Jan-12,Blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,NA,NA,NA,NA,NA,NA
Thymallus arcticus - South Beringia lineage,Thymallus arcticus - Southern Beringean lineage; Thymallus arcticus pop. 4,Arctic Grayling - South Beringia lineage,Arctic Grayling - Southern Beringean lineage,Population,Vertebrate Animal,F-THAR-04,AFCHA07014,ray-finned fishes,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,G5TNRQ,NA,S4?,Jan-12,Jan-12,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Tinca tinca,NA,Tench,NA,Species,Vertebrate Animal,F-TITI,AFCJB43010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Sep-96,SNA,May-19,Jan-03,Exotic,NA,NA,NA,NA,NA,NA,7 - Exotic(2005),NA,NA,NA,NA,Exotic,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Torpedo californica,NA,Pacific Electric Ray,NA,Species,Vertebrate Animal,F-TOCA,AFDFB02010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Torpediniformes,Torpedinidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Trachipterus altivelis,NA,King-of-the-salmon,NA,Species,Vertebrate Animal,F-TRAL,AFC2C02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Lampriformes,Trachipteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Trachurus symmetricus,NA,Jack Mackerel,NA,Species,Vertebrate Animal,F-TRSY,AFCQZ13020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Trichodon trichodon,NA,Pacific Sandfish,NA,Species,Vertebrate Animal,F-TRTR,AFCRW02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Trichodontidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Triglops macellus,NA,Roughspine Sculpin,NA,Species,Vertebrate Animal,F-TRMA,AFC4E16020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Triglops pingelii,NA,Ribbed Sculpin,NA,Species,Vertebrate Animal,F-TRPI,AFC4E16050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xeneretmus latifrons,NA,Blacktip Poacher,NA,Species,Vertebrate Animal,F-XELA,AFC4F16010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xeneretmus leiops,NA,Smootheye Poacher,NA,Species,Vertebrate Animal,F-XELE,AFC4F16020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xeneretmus triacanthus,NA,Bluespotted Poacher,NA,Species,Vertebrate Animal,F-XETR,AFC4F16040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xenomystax atrarius,NA,Twinpored Eel,NA,Species,Vertebrate Animal,F-XEAT,AFCEG09020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Anguilliformes,Congridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xiphias gladius,NA,Swordfish,NA,Species,Vertebrate Animal,F-XIGL,AFCSM01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Xiphiidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xiphister atropurpureus,NA,Black Prickleback,NA,Species,Vertebrate Animal,F-XIAT,AFCSC19010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Xiphister mucosus,NA,Rock Prickleback,NA,Species,Vertebrate Animal,F-XIMU,AFCSC19020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Zaniolepis latipinnis,NA,Longspine Combfish,NA,Species,Vertebrate Animal,F-ZALA,AFC4D05020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Zaprora silenus,NA,Prowfish,NA,Species,Vertebrate Animal,F-ZASI,AFCSH01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zaproridae,NA,G4G5,Jan-08,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
