Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Jordania zonope,,Longfin Sculpin,,F-JOZO,AFC4E33010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Katsuwonus pelamis,,Skipjack Tuna,,F-KAPE,AFCS309010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lamna ditropis,,Salmon Shark,,F-LADI,AFDDE04010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Lamniformes,Lamnidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lampanyctus jordani,,Brokenline Lanternfish,,F-LAJO,AFCVH04030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lampetra ayresii,,River Lamprey,,F-LAAY,AFBAA02030,G5,28-Dec-17,S5?,15-May-19,15-May-19, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,Lampreys,Species,Animalia,Craniata,Petromyzontida,Petromyzontiformes,Petromyzontidae, ,1;2;5;6, , ,BG;CDF;CWH;PP,,Native,Regularly occurring,, ,N,N,
Lampetra richardsoni,,Western Brook Lamprey,,F-LARC,AFBAA02090,G4G5,22-Feb-12,S4,15-May-19,07-Nov-00, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,Lampreys,Species,Animalia,Craniata,Petromyzontida,Petromyzontiformes,Petromyzontidae,DCC;DCK;DCR;DCS;DKA;DKM;DMH;DNC;DNI;DOS;DQC;DSC;DSI;DSQ,1;2;3;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SLRD;MWRD;CCRD;SQCRD;KSRD;FVRD, ,BG;CDF;CWH;ICH;MS;PP;SBS,,Native,Regularly occurring,, ,N,N,
Lampetra richardsoni pop. 1,,Western Brook Lamprey (Morrison Creek Population),,F-LARC-01,AFBAA02092,G4G5T1Q,27-Jan-05,S1,15-May-19,09-Mar-00,E (Apr 2010), ,Red, ,, ,,,,1-E (Jun 2003),, ,,Vertebrate Animal,Lampreys,Population,Animalia,Craniata,Petromyzontida,Petromyzontiformes,Petromyzontidae,DCR,1,CXRD,Cumberland;Courtenay,CWH,,Native,Regularly occurring,, ,Y,Y,
Lampris guttatus,,Opah,,F-LAGU,AFC2A01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Lampriformes,Lamprididae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lepidogobius lepidus,,Bay Goby,,F-LELE,AFCQN21010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lepidopsetta bilineata,Pleuronectes bilineatus,Rock Sole,,F-LEBI,AFCTB16080,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lepidopsetta polyxystra,,Northern Rock Sole,,F-LEPO,AFCTB24010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lepomis gibbosus,,Pumpkinseed,,F-LEGI,AFCQB11030,G5,09-Feb-16,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae, ,1;2;4;8, , ,BG;CDF;CWH;ICH;IDF;PP,,Exotic,Regularly occurring,, ,N,N,
Lepomis macrochirus,,Bluegill,,F-LPMA,AFCQB11060,G5,18-Aug-15,SNA,15-May-19,23-Dec-15, , ,Exotic, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae, , , , , ,,Exotic,Regularly occurring,, ,N,N,
Leptagonus frenatus,,Sawback Poacher,,F-LEFR,AFC4F14010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Leptoclinus maculatus,,Daubed Shanny,,F-LEMA,AFCSC12030,G5,26-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Leptocottus armatus,,Pacific Staghorn Sculpin,,F-LEAR,AFC4E03010,G5,09-Feb-16,SNR,,, , ,No Status, ,, ,,,,,,5 - Undetermined (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lestidiops ringens,,Slender Barracudina,,F-LERI,AFC8D03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae, , , , , ,,Native,Regularly occurring,, ,N,N,
Leuroglossus schmidti,,Northern Smoothtongue,,F-LESC,AFCHF01020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Leuroglossus stilbius,,California Smoothtongue,,F-LEST,AFCHF01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Limanda aspera,Pleuronectes asper,Yellowfin Sole,,F-LIAS,AFCTB16020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis callyodon,,Spotted Snailfish,,F-LICA,AFC4G07020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis cyclopus,,Ribbon Snailfish,,F-LICY,AFC4G07040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis dennyi,,Marbled Snailfish,,F-LIDE,AFC4G07060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis florae,,Tidepool Snailfish,,F-LIFL,AFC4G07070,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis fucensis,,Slipskin Snailfish,,F-LIFU,AFC4G07080,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis gibbus,,Varigated Snailfish,,F-LIGI,AFC4G07050,G5,09-Feb-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis greeni,,Lobefin Snailfish,,F-LIGR,AFC4G07180,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis mucosus,,Slimy Snailfish,,F-LIMU,AFC4G07130,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis pulchellus,,Showy Snailfish,,F-LIPU,AFC4G07140,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Liparis rutteri,,Ringtail Snailfish,,F-LIRU,AFC4G07150,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lipariscus nanus,,Pygmy Snailfish,,F-LINA,AFC4G20010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lipolagus ochotensis,,Popeye Blacksmelt,,F-LIOC,AFCHF03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lota lota,,Burbot,,F-LOLO,AFCMA01010,G5,17-Aug-15,S4S5,15-May-19,15-May-19, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,DAB;DCC;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSS_B;DSS_C;DVA,2;3;4;5;6;7;8;9,EKRD;MVRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD, ,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Lota lota pop. 1,,Burbot (Lower Kootenay Population),,F-LOLO-01,AFCMA01011,G5T1Q,12-Oct-01,S1,15-May-19,04-Oct-01, , ,Red, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,DKL,4,CKRD,Kaslo,ICH,,Native,Regularly occurring,, ,N,Y,
Lumpenella longirostris,,Longsnout Prickleback,,F-LULO,AFCSC11010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lumpenus sagitta,,Snake Prickleback,,F-LUSA,AFCSC12050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Luvarus imperialis,,Louvar,,F-LUIM,AFCSN01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Luvaridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycenchelys camchatica,,Kamchatka Eelpout,,F-LYCA,AFCMG04040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycenchelys crotalinus,,Snakehead Eelpout,,F-LYCR,AFCMG04020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycenchelys jordani,,Shortjaw Eelpout,,F-LYJO,AFCMG04030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycenchelys micropora,,Manytoothed Eelpout,,F-LYMI,AFCMG04050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus dermatinus,,Looseskin Eelpout,,F-LYDE,AFCMG05060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus endemoscotus,,Deepwater Slipskin,,F-LYEN,AFCMG05040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus fierasfer,,Blackmouth Slipskin,,F-LYFI,AFCMG05010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus mandibularis,,Pallid Eelpout,,F-LYMA,AFCMG05020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus pachysoma,,Stout Slipskin,,F-LYPA,AFCMG05050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus parviceps,,Smallhead Eelpout,,F-LYPR,AFCMG05030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodapus psarostomatus,,Specklemouth Eelpout,,F-LYPS,AFCS805040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodes brevipes,,Shortfin Eelpout,,F-LYBR,AFCS806010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodes cortezianus,,Bigfin Eelpout,,F-LYCO,AFCS806160,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodes diapterus,,Black Eelpout,,F-LYDI,AFCS806020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodes pacificus,,Blackbelly Eelpout,,F-LYPC,AFCMG07010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lycodes palearis,,Wattled Eelpout,,F-LYPL,AFCS806050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Lyopsetta exilis,Eopsetta exilis,Slender Sole,,F-LYEX,AFCTB04020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Macropinna microstoma,,Barreleye,,F-MAMI,AFCHG01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Opisthoproctidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Magnisudis atlantica,,Duckbill Barracudina,,F-MAAT,AFC8D01010,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae, , , , , ,,Native,Regularly occurring,, ,N,N,
Malacocottus kincaidi,,Blackfin Sculpin,,F-MAKI,AFC4E36010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Malacocottus zonurus,,Darkfin Sculpin,,F-MAZO,AFC4E36020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Mallotus villosus,,Capelin,,F-MAVI,AFCHB06010,G5,25-Jan-08,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Margariscus nachtriebi,Margariscus margarita,Pearl Dace,,F-MANA,AFCJB54020,G5,21-Dec-17,S4,15-Mar-19,20-May-19, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DFN;DPC,9,PRRD;NRRD,Northern Rockies;Taylor;Hudsons Hope;Tumbler Ridge,BWBS,,Native,Regularly occurring,, ,N,Y,
Maulisia argipalla,,Pitted Tubeshoulder,,F-MAAR,AFCHK02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Medialuna californiensis,,Halfmoon,,F-MECA,AFCRN04010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Kyphosidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Melamphaes lugubris,,Highsnout Ridgehead,,F-MELU,AFC9C01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Melanonus zugmayeri,,Arrowtail,,F-MEZU,AFCMJ01010,G5,26-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Melanonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Melanostigma pammelas,,Pacific Soft Pout,,F-MEPA,AFCS811020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Merluccius productus,,Pacific Hake,,F-MEPR,AFCMA10020,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Merlucciidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Microgadus proximus,,Pacific Tomcod,,F-MIPR,AFCMA02020,G5,20-Apr-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Micropterus dolomieu,,Smallmouth Bass,,F-MIDO,AFCQB12020,G5,09-Feb-16,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae, ,1;4;8, , ,BG;CDF;CWH;ESSF;IDF;PP,,Exotic,Regularly occurring,, ,N,N,
Micropterus salmoides,,Largemouth Bass,,F-MISA,AFCQB12050,G5,09-Feb-16,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae, ,2;4;8, , ,BG;CWH;ICH;IDF;MS;PP,,Exotic,Regularly occurring,, ,N,N,
Microstomus pacificus,,Dover Sole,,F-MIPA,AFCTB14010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Misgurnus anguillicaudatus,,Oriental Weathefish,,F-MIAN,AFCJD01010,G5,19-Sep-96,SNA,15-May-19,23-Dec-15, , ,Exotic, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cobitidae, , , , , ,,Exotic,Regularly occurring,, ,N,N,
Mola mola,,Ocean Sunfish,,F-MOMO,AFC3F01020,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Molidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Mylocheilus caurinus,,Peamouth,,F-MYCA,AFCJB24010,G5,09-Feb-16,S5,15-May-19,31-Jan-92, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,1;2;3;4;5;6;7;8;9, , ,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Myoxocephalus polyacanthocephalus,,Great Sculpin,,F-MYPO,AFC4E04070,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Myoxocephalus scorpius,,Shorthorn Sculpin,,F-MYSC,AFC4E04100,G5,09-Feb-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nannobrachium regale,,Pinpoint Lanternfish,,F-NARE,AFCVH04010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nannobrachium ritteri,,Broadfin Lanternfish,,F-NARI,AFCVH13010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nansenia candida,,Bluethroat Argentine,,F-NACA,AFCHJ01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Naucrates ductor,,Pilotfish,,F-NADU,AFCQZ07010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nautichthys oculofasciatus,,Sailfin Sculpin,,F-NAOC,AFC4E05010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nautichthys robustus,,Shortmast Sculpin,,F-NARO,AFC4E05030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nectoliparis pelagicus,,Tadpole Snailfish,,F-NEPE,AFC4G14010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Nemichthys scolopaceus,,Slender Snipe Eel,,F-NESC,AFCEJ01010,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae, , , , , ,,Native,Regularly occurring,, ,N,N,
